,denominador,numerador,Frequência,P-value,Qtd_1_Denom,Qtd_0_Demon,D0N0,D0N1,D1N0,D1N1
NA.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA.30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA.40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2245,D1,D1,1,2.00E-31,1,135,135,0,0,1
2248,D17,D1,0.2,2.78E-07,5,131,131,0,4,1
2249,D18,D1,0.0625,0.005982535,16,120,120,0,15,1
2302,RMDQ13_v1,D1,0.045454545,0.036891632,22,95,95,0,21,1
2315,DN4 - Sensação de frio dolorosa,D1,0.041666667,0.0468674,24,94,94,0,23,1
2324,Fuma,D15,0.108695652,0.002322567,46,82,82,0,41,5
2325,Cirurgia na coluna,D15,0.090909091,0.014463327,55,63,63,0,50,5
2328,Licenca_Medica,D15,0.166666667,0.007892773,18,114,111,3,15,3
2333,Dor nas pernas,D15,0.109090909,0.019834506,55,72,71,1,49,6
2340,X4,D15,0.333333333,0.025464867,3,133,127,6,2,1
NA.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2347,D15,D15,1,2.00E-31,7,129,129,0,0,7
2348,D16,D15,0.15,0.030825591,20,116,112,4,17,3
2349,D17,D15,0.4,0.000325897,5,131,126,5,3,2
2365,D31,D15,0.235294118,0.000245367,17,119,116,3,13,4
2368,D34,D15,0.333333333,0.025464867,3,133,127,6,2,1
2369,D35,D15,0.5,0.003826379,2,134,128,6,1,1
2370,D36,D15,0.625,3.80E-14,8,128,126,2,3,5
2371,D37,D15,0.181818182,0.002509261,22,114,111,3,18,4
2372,D38,D15,0.666666667,1.08E-06,3,133,128,5,1,2
2375,D40,D15,0.8,1.18E-14,5,131,128,3,1,4
2376,D41,D15,0.428571429,3.55E-06,7,129,125,4,4,3
2382,D47,D15,0.25,0.001115552,12,124,120,4,9,3
2385,D5,D15,0.333333333,0.025464867,3,133,127,6,2,1
2387,D51,D15,1,1.64E-05,1,135,129,6,0,1
2390,D9,D15,1,1.64E-05,1,135,129,6,0,1
2417,DN4 - Choque elétrico,D15,0.138888889,0.014498693,36,83,81,2,31,5
2419,DN4 - Alfinetada e agulhada,D15,0.138888889,0.014498693,36,83,81,2,31,5
2427,Aposentado,D16,0.290322581,0.013733293,31,101,90,11,22,9
2431,Analgésicos,D16,0.204545455,0.020388783,88,42,40,2,70,18
2433,Dor nas costas,D16,0.208791209,0.010243912,91,37,36,1,72,19
2434,Dor nas pernas,D16,0.345454545,3.72E-07,55,72,71,1,36,19
2435,Retornar_trabalho,D16,0.35,0.00370268,20,99,89,10,13,7
NA.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2448,D15,D16,0.428571429,0.030825591,7,129,112,17,4,3
2449,D16,D16,1,2.00E-31,20,116,116,0,0,20
2463,D29,D16,0.380952381,2.63E-07,42,94,90,4,26,16
2465,Lombalgia,RMDQ19_v1,0.196721311,0.048791147,61,56,52,4,49,12
2467,D32,D16,0.459459459,3.20E-10,37,99,96,3,20,17
2472,D37,D16,0.818181818,2.79E-22,22,114,112,2,4,18
2474,D39,D16,0.866666667,7.25E-17,15,121,114,7,2,13
2477,D41,D16,0.571428571,0.001133566,7,129,113,16,3,4
2480,D44,D16,0.421052632,1.93E-08,38,98,94,4,22,16
2482,D46,D16,0.421052632,1.93E-08,38,98,94,4,22,16
2484,D48,D16,0.576923077,5.92E-12,26,110,105,5,11,15
2488,D51,D16,1,0.015639469,1,135,116,19,0,1
2491,D9,D16,1,0.015639469,1,135,116,19,0,1
2494,RMDQ3_v1,D16,0.333333333,0.001671446,36,82,74,8,24,12
2496,RMDQ5_v1,D16,0.393939394,5.14E-05,33,85,78,7,20,13
2497,RMDQ6_v1,D16,0.344827586,0.003757757,29,89,79,10,19,10
2510,RMDQ19_v1,D16,0.375,0.01961433,16,101,87,14,10,6
2542,X4,D17,0.333333333,0.005775792,3,133,129,4,2,1
NA.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2548,D1,D17,1,2.78E-07,1,135,131,4,0,1
2549,D15,D17,0.285714286,0.000325897,7,129,126,3,5,2
2551,D17,D17,1,2.00E-31,5,131,131,0,0,5
2552,D18,D17,0.3125,4.39E-10,16,120,120,0,11,5
2572,D36,D17,0.25,0.000954536,8,128,125,3,6,2
2573,D37,D17,0.136363636,0.006699002,22,114,112,2,19,3
2577,D40,D17,0.4,1.09E-05,5,131,128,3,3,2
2578,D41,D17,0.285714286,0.000325897,7,129,126,3,5,2
2627,Fuma,D18,0.195652174,0.019158686,46,82,77,5,37,9
2635,Dor nas costas,D18,0.164835165,0.032586834,91,37,36,1,76,15
NA.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2649,D1,D18,1,0.005982535,1,135,120,15,0,1
2652,D17,D18,1,4.39E-10,5,131,120,11,0,5
2653,D18,D18,1,2.00E-31,16,120,120,0,0,16
2654,D19,D18,0.571428571,0.000130178,7,129,117,12,3,4
2655,D2,D18,0.5,0.000540398,8,128,116,12,4,4
2656,D20,D18,0.625,4.41E-06,8,128,117,11,3,5
2657,D21,D18,0.428571429,0.00875177,7,129,116,13,4,3
2658,D22,D18,1,9.55E-05,2,134,120,14,0,2
2669,D32,D18,0.027027027,0.044937956,37,99,84,15,36,1
2677,D4,D18,0.5,0.015989391,4,132,118,14,2,2
2678,D40,D18,0.4,0.045864479,5,131,117,14,3,2
2680,D42,D18,0.666666667,0.002839859,3,133,119,14,1,2
2681,D43,D18,0.666666667,0.002839859,3,133,119,14,1,2
2682,D44,D18,0,0.008009752,38,98,82,16,38,0
2686,D48,D18,0,0.038426101,26,110,94,16,26,0
2694,RMDQ1_v1,D18,0.11627907,0.016715307,43,73,66,7,38,5
2695,RMDQ2_v1,D18,0.170212766,0.002974944,47,69,65,4,39,8
2697,RMDQ4_v1,D18,0.230769231,0.026127422,26,92,85,7,20,6
2722,DN4 - Alfinetada e agulhada,D18,0.166666667,0.032370928,36,83,79,4,30,6
2739,Masc,D19,0.079545455,0.044820788,88,48,48,0,81,7
2740,Fem,D19,0,0.044820788,48,88,81,7,48,0
2744,X4,D19,0.333333333,0.025464867,3,133,127,6,2,1
NA.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2754,D18,D19,0.25,0.000130178,16,120,117,3,12,4
2755,D19,D19,1,2.00E-31,7,129,129,0,0,7
2756,D2,D19,0.25,0.008804172,8,128,123,5,6,2
2757,D20,D19,0.5,3.25E-09,8,128,125,3,4,4
2758,D21,D19,0.571428571,1.63E-10,7,129,126,3,3,4
2759,D22,D19,1,9.59E-10,2,134,129,5,0,2
2761,D24,D19,0.153846154,0.008615502,26,110,107,3,22,4
2762,D25,D19,0.5,3.77E-05,4,132,127,5,2,2
2763,D26,D19,0.5,0.003826379,2,134,128,6,1,1
2767,D3,D19,1,9.59E-10,2,134,129,5,0,2
2778,D4,D19,0.5,3.77E-05,4,132,127,5,2,2
2781,D42,D19,0.666666667,1.08E-06,3,133,128,5,1,2
2782,D43,D19,0.333333333,0.025464867,3,133,127,6,2,1
2797,RMDQ3_v1,D19,0.111111111,0.048334722,36,82,80,2,32,4
2821,DN4 - Choque elétrico,D19,0.111111111,0.013352924,36,83,82,1,32,4
2828,DN4 - Escovação,D19,0.25,0.034937979,4,115,111,4,3,1
2829,Fuma,D2,0.173913043,9.61E-05,46,82,82,0,38,8
2845,X4,D2,0.666666667,6.05E-06,3,133,127,6,1,2
NA.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2855,D18,D2,0.25,0.000540398,16,120,116,4,12,4
2856,D19,D2,0.285714286,0.008804172,7,129,123,6,5,2
2857,D2,D2,1,2.00E-31,8,128,128,0,0,8
2868,D3,D2,1,1.21E-08,2,134,128,6,0,2
2873,D34,D2,0.666666667,6.05E-06,3,133,127,6,1,2
2874,D35,D2,0.5,0.007554332,2,134,127,7,1,1
2879,D4,D2,0.75,2.47E-09,4,132,127,5,1,3
2883,D43,D2,0.333333333,0.041013946,3,133,126,7,2,1
2890,D5,D2,1,2.45E-12,3,133,128,5,0,3
2891,D50,D2,0.5,0.007554332,2,134,127,7,1,1
2892,D51,D2,1,5.95E-05,1,135,128,7,0,1
2894,D53,D2,0.5,0.007554332,2,134,127,7,1,1
2895,D9,D2,1,5.95E-05,1,135,128,7,0,1
2902,RMDQ7_v1,D2,0.2,0.010423862,20,97,93,4,16,4
2920,DN4 - Queimação,D2,0.113207547,0.025252758,53,65,64,1,47,6
2922,DN4 - Choque elétrico,D2,0.138888889,0.014498693,36,83,81,2,31,5
2924,DN4 - Alfinetada e agulhada,D2,0.138888889,0.014498693,36,83,81,2,31,5
2926,DN4 - Coceira,D2,0.333333333,0.003361086,6,113,108,5,4,2
2927,DH4 - Hipoestesia ao toque,D2,0.4,0.000924203,5,114,109,5,3,2
2928,DN4 - Hipoestesia a picada de agulha,D2,0.4,0.000924203,5,114,109,5,3,2
2929,DN4 - Escovação,D2,0.5,0.000136371,4,115,110,5,2,2
NA.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2956,D18,D20,0.3125,4.41E-06,16,120,117,3,11,5
2957,D19,D20,0.571428571,3.25E-09,7,129,125,4,3,4
2959,D20,D20,1,2.00E-31,8,128,128,0,0,8
2960,D21,D20,0.571428571,3.25E-09,7,129,125,4,3,4
2961,D22,D20,1,1.21E-08,2,134,128,6,0,2
2963,D24,D20,0.153846154,0.022039584,26,110,106,4,22,4
2964,D25,D20,0.5,0.000141008,4,132,126,6,2,2
2965,D26,D20,0.5,0.007554332,2,134,127,7,1,1
2983,D42,D20,0.666666667,6.05E-06,3,133,127,6,1,2
2984,D43,D20,0.666666667,6.05E-06,3,133,127,6,1,2
2995,D53,D20,0.5,0.007554332,2,134,127,7,1,1
2997,RMDQ1_v1,D20,0.069767442,0.000296752,43,73,70,3,40,3
2998,RMDQ2_v1,D20,0.085106383,0.00016533,47,69,67,2,43,4
3030,DN4 - Escovação,D20,0.25,0.034937979,4,115,111,4,3,1
3032,Cirurgia na coluna,D21,0,0.03276102,55,63,58,5,55,0
NA.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3057,D18,D21,0.1875,0.00875177,16,120,116,4,13,3
3058,D19,D21,0.571428571,1.63E-10,7,129,126,3,3,4
3060,D20,D21,0.5,3.25E-09,8,128,125,3,4,4
3061,D21,D21,1,2.00E-31,7,129,129,0,0,7
3062,D22,D21,0.5,0.003826379,2,134,128,6,1,1
3065,D25,D21,0.5,3.77E-05,4,132,127,5,2,2
3066,D26,D21,0.5,0.003826379,2,134,128,6,1,1
3084,D42,D21,0.333333333,0.025464867,3,133,127,6,2,1
3085,D43,D21,0.666666667,1.08E-06,3,133,128,5,1,2
3096,D53,D21,0.5,0.003826379,2,134,128,6,1,1
NA.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3158,D18,D22,0.125,9.55E-05,16,120,120,0,14,2
3159,D19,D22,0.285714286,9.59E-10,7,129,129,0,5,2
3161,D20,D22,0.25,1.21E-08,8,128,128,0,6,2
3162,D21,D22,0.142857143,0.003826379,7,129,128,1,6,1
3163,D22,D22,1,2.00E-31,2,134,134,0,0,2
3167,D26,D22,0.5,9.25E-09,2,134,133,1,1,1
3185,D42,D22,0.666666667,2.39E-21,3,133,133,0,1,2
3186,D43,D22,0.333333333,3.55E-06,3,133,132,1,2,1
3208,RMDQ10_v1,D22,0.045454545,0.036891632,22,95,95,0,21,1
3209,RMDQ11_v1,D22,0.043478261,0.042324283,23,94,94,0,22,1
3210,RMDQ12_v1,D22,0.045454545,0.036891632,22,95,95,0,21,1
3215,RMDQ17_v1,D22,0.045454545,0.036891632,22,95,95,0,21,1
3216,RMDQ18_v1,D22,0.05,0.026984377,20,97,97,0,19,1
3218,RMDQ20_v1,D22,0.047619048,0.031770515,21,96,96,0,20,1
3219,RMDQ21_v1,D22,0.041666667,0.04804517,24,93,93,0,23,1
3220,RMDQ22_v1,D22,0.05,0.026984377,20,97,97,0,19,1
3221,RMDQ23_v1,D22,0.052631579,0.022556252,19,98,98,0,18,1
3222,RMDQ24_v1,D22,0.052631579,0.022556252,19,98,98,0,18,1
NA.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA.60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3265,D23,D23,1,2.00E-31,2,134,134,0,0,2
3267,D25,D23,0.25,7.24E-05,4,132,131,1,3,1
3269,D27,D23,0.2,0.000452967,5,131,130,1,4,1
3270,D28,D23,0.166666667,0.001562412,6,130,129,1,5,1
3289,D45,D23,0.083333333,0.038609547,12,124,123,1,11,1
3291,D47,D23,0.083333333,0.038609547,12,124,123,1,11,1
3353,Livrar_costas,D24,0.290697674,0.01983502,86,14,14,0,61,25
3354,Livrar_perna,D24,0,0.01983502,14,86,61,25,14,0
NA.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3361,D19,D24,0.571428571,0.008615502,7,129,107,22,3,4
3363,D20,D24,0.5,0.022039584,8,128,106,22,4,4
3367,D24,D24,1,2.00E-31,26,110,110,0,0,26
3368,D25,D24,1,2.97E-05,4,132,110,22,0,4
3389,D44,D24,0.078947368,0.038212143,38,98,75,23,35,3
3395,D5,D24,0.666666667,0.034185079,3,133,109,24,1,2
3406,RMDQ6_v1,D24,0.068965517,0.03837877,29,89,67,22,27,2
3412,RMDQ12_v1,D24,0.045454545,0.039558689,22,95,72,23,21,1
3413,RMDQ13_v1,D24,0.045454545,0.039558689,22,95,72,23,21,1
3417,RMDQ17_v1,D24,0.045454545,0.039558689,22,95,72,23,21,1
3425,DN4 - Queimação,D24,0.113207547,0.027974988,53,65,47,18,47,6
3428,DN4 - Formigamento,D24,0.032258065,0.006261147,31,88,65,23,30,1
3430,DN4 - Adormecimento,D24,0.060606061,0.016353386,33,85,63,22,31,2
3445,Retornar_trabalho,D25,0.15,0.001544314,20,99,98,1,17,3
NA.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3462,D19,D25,0.285714286,3.77E-05,7,129,127,2,5,2
3464,D20,D25,0.25,0.000141008,8,128,126,2,6,2
3465,D21,D25,0.285714286,3.77E-05,7,129,127,2,5,2
3467,D23,D25,0.5,7.24E-05,2,134,131,3,1,1
3468,D24,D25,0.153846154,2.97E-05,26,110,110,0,22,4
3469,D25,D25,1,2.00E-31,4,132,132,0,0,4
3471,D27,D25,0.2,0.021429625,5,131,128,3,4,1
3472,D28,D25,0.166666667,0.041823155,6,130,127,3,5,1
NA.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3563,D19,D26,0.142857143,0.003826379,7,129,128,1,6,1
3565,D20,D26,0.125,0.007554332,8,128,127,1,7,1
3566,D21,D26,0.142857143,0.003826379,7,129,128,1,6,1
3567,D22,D26,0.5,9.25E-09,2,134,133,1,1,1
3571,D26,D26,1,2.00E-31,2,134,134,0,0,2
3573,D28,D26,0.166666667,0.001562412,6,130,129,1,5,1
3589,D42,D26,0.333333333,3.55E-06,3,133,132,1,2,1
3590,D43,D26,0.333333333,3.55E-06,3,133,132,1,2,1
3647,Retornar_trabalho,D27,0.15,0.008315517,20,99,97,2,17,3
3651,Solteiro,D27,0.084745763,0.009247013,59,77,77,0,54,5
NA.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3669,D23,D27,0.5,0.000452967,2,134,130,4,1,1
3671,D25,D27,0.25,0.021429625,4,132,128,4,3,1
3673,D27,D27,1,2.00E-31,5,131,131,0,0,5
3674,D28,D27,0.5,6.95E-10,6,130,128,2,3,3
3711,RMDQ8_v1,D27,0.25,0.015649204,4,113,110,3,3,1
3713,RMDQ10_v1,D27,0.136363636,0.003423706,22,95,94,1,19,3
3714,RMDQ11_v1,D27,0.130434783,0.004597329,23,94,93,1,20,3
3717,RMDQ14_v1,D27,0.12,0.007750056,25,92,91,1,22,3
3721,RMDQ18_v1,D27,0.15,0.001746014,20,97,96,1,17,3
3722,RMDQ19_v1,D27,0.125,0.031432613,16,101,99,2,14,2
3724,RMDQ21_v1,D27,0.125,0.006030785,24,93,92,1,21,3
3732,DN4 - Alfinetada e agulhada,D27,0.111111111,0.002007139,36,83,83,0,32,4
3733,DN4 - Adormecimento,D27,0.090909091,0.032983476,33,85,84,1,30,3
3736,DN4 - Hipoestesia a picada de agulha,D27,0.2,0.034937979,5,114,111,3,4,1
NA.70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3770,D23,D28,0.5,0.001562412,2,134,129,5,1,1
3772,D25,D28,0.25,0.041823155,4,132,127,5,3,1
3773,D26,D28,0.5,0.001562412,2,134,129,5,1,1
3774,D27,D28,0.6,6.95E-10,5,131,128,3,2,3
3775,D28,D28,1,2.00E-31,6,130,130,0,0,6
3779,D31,D28,0.176470588,0.004499593,17,119,116,3,14,3
3792,D43,D28,0.333333333,0.013636157,3,133,128,5,2,1
3803,D53,D28,0.5,0.001562412,2,134,129,5,1,1
3808,RMDQ4_v1,D28,0.115384615,0.03634271,26,92,90,2,23,3
3812,RMDQ8_v1,D28,0.25,0.037027753,4,113,109,4,3,1
3814,RMDQ10_v1,D28,0.136363636,0.015970538,22,95,93,2,19,3
3815,RMDQ11_v1,D28,0.130434783,0.020342296,23,94,92,2,20,3
3818,RMDQ14_v1,D28,0.12,0.031241051,25,92,90,2,22,3
3825,RMDQ21_v1,D28,0.125,0.025421986,24,93,91,2,21,3
3833,DN4 - Alfinetada e agulhada,D28,0.083333333,0.047489344,36,83,82,1,33,3
3834,DN4 - Adormecimento,D28,0.121212121,0.00109209,33,85,85,0,29,4
3837,DN4 - Hipoestesia a picada de agulha,D28,0.2,0.034937979,5,114,111,3,4,1
3845,Analgésicos,D29,0.397727273,0.008426224,88,42,35,7,53,35
3847,Dor nas costas,D29,0.406593407,0.001034627,91,37,33,4,54,37
3848,Dor nas pernas,D29,0.545454545,2.74E-06,55,72,61,11,25,30
NA.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3863,D16,D29,0.8,2.63E-07,20,116,90,26,4,16
3877,D29,D29,1,2.00E-31,42,94,94,0,0,42
3879,Lombalgia,RMDQ23_v1,0.229508197,0.039939432,61,56,51,5,47,14
3881,D32,D29,0.891891892,2.31E-19,37,99,90,9,4,33
3886,D37,D29,0.772727273,2.69E-07,22,114,89,25,5,17
3888,D39,D29,0.8,1.27E-05,15,121,91,30,3,12
3891,D41,D29,0.857142857,0.001263725,7,129,93,36,1,6
3894,D44,D29,0.815789474,1.61E-15,38,98,87,11,7,31
3896,D46,D29,0.789473684,4.19E-14,38,98,86,12,8,30
3898,D48,D29,0.769230769,1.60E-08,26,110,88,22,6,20
3910,RMDQ5_v1,D29,0.515151515,0.024398893,33,85,60,25,16,17
3945,Aposentado_Invalidez,D3,0.125,0.008993049,8,123,122,1,7,1
3956,X4,D3,0.333333333,3.55E-06,3,133,132,1,2,1
NA.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3967,D19,D3,0.285714286,9.59E-10,7,129,129,0,5,2
3968,D2,D3,0.25,1.21E-08,8,128,128,0,6,2
3979,D3,D3,1,2.00E-31,2,134,134,0,0,2
3990,D4,D3,0.5,2.74E-16,4,132,132,0,2,2
3998,D47,D3,0.083333333,0.038609547,12,124,123,1,11,1
4033,DN4 - Choque elétrico,D3,0.055555556,0.030339821,36,83,83,0,34,2
4035,DN4 - Alfinetada e agulhada,D3,0.055555556,0.030339821,36,83,83,0,34,2
4037,DN4 - Coceira,D3,0.166666667,0.003384702,6,113,112,1,5,1
4038,DH4 - Hipoestesia ao toque,D3,0.2,0.001130826,5,114,113,1,4,1
4039,DN4 - Hipoestesia a picada de agulha,D3,0.2,0.001130826,5,114,113,1,4,1
4040,DN4 - Escovação,D3,0.25,0.000223631,4,115,114,1,3,1
4043,Aposentado,Lombalgia,0.64516129,0.025232843,31,101,59,42,11,20
4046,Aposentado_Invalidez,Lombalgia,0.875,0.016601391,8,123,69,54,1,7
4047,Analgésicos,Lombalgia,0.602272727,3.44E-05,88,42,33,9,35,53
4049,Dor nas costas,Lombalgia,0.615384615,8.15E-07,91,37,32,5,35,56
4050,Dor nas pernas,Lombalgia,0.727272727,1.12E-06,55,72,51,21,15,40
4051,Retornar_trabalho,Lombalgia,0.85,0.00019374,20,99,60,39,3,17
NA.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4065,D16,Lombalgia,0.8,0.000820692,20,116,70,46,4,16
4079,D29,Lombalgia,0.928571429,1.38E-13,42,94,71,23,3,39
4081,Lombalgia,D37,0.241935484,0.020124187,62,74,67,7,47,15
4083,D32,Lombalgia,0.918918919,3.40E-11,37,99,71,28,3,34
4084,D33,Lombalgia,0.75,0.032162513,12,124,71,53,3,9
4088,D37,Lombalgia,0.681818182,0.020124187,22,114,67,47,7,15
4090,D39,Lombalgia,0.8,0.004554221,15,121,71,50,3,12
4096,D44,Lombalgia,0.868421053,1.80E-09,38,98,69,29,5,33
4097,D45,Lombalgia,0.833333333,0.005970555,12,124,72,52,2,10
4098,D46,Lombalgia,0.868421053,1.80E-09,38,98,69,29,5,33
4099,D47,Lombalgia,0.75,0.032162513,12,124,71,53,3,9
4100,D48,Lombalgia,0.884615385,1.06E-06,26,110,71,39,3,23
4101,D49,Lombalgia,0.846153846,0.002969643,13,123,72,51,2,11
4110,RMDQ3_v1,Lombalgia,0.666666667,0.041766153,36,82,44,38,12,24
4112,RMDQ5_v1,Lombalgia,0.727272727,0.006220155,33,85,47,38,9,24
4113,RMDQ6_v1,Lombalgia,0.689655172,0.041414317,29,89,47,42,9,20
4126,RMDQ19_v1,Lombalgia,0.75,0.048791147,16,101,52,49,4,12
4130,RMDQ23_v1,Lombalgia,0.736842105,0.039939432,19,98,51,47,5,14
4132,DN4 - Queimação,Lombalgia,0.58490566,0.030217085,53,65,40,25,22,31
4134,DN4 - Choque elétrico,Lombalgia,0.638888889,0.02147444,36,83,49,34,13,23
4137,DN4 - Adormecimento,Lombalgia,0.636363636,0.028312243,33,85,50,35,12,21
NA.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4165,D15,D31,0.571428571,0.000245367,7,129,116,13,3,4
4179,D28,D31,0.5,0.004499593,6,130,116,14,3,3
4183,D31,D31,1,2.00E-31,17,119,119,0,0,17
4185,D33,D31,0.666666667,2.82E-09,12,124,115,9,4,8
4188,D36,D31,0.375,0.027531894,8,128,114,14,5,3
4190,D38,D31,0.666666667,0.004122296,3,133,118,15,1,2
4193,D40,D31,0.6,0.001066755,5,131,117,14,2,3
4198,D45,D31,0.583333333,4.96E-07,12,124,114,10,5,7
4200,D47,D31,0.666666667,2.82E-09,12,124,115,9,4,8
4202,D49,D31,0.538461538,2.14E-06,13,123,113,10,6,7
4235,DN4 - Choque elétrico,D31,0.305555556,0.000314121,36,83,78,5,25,11
4237,DN4 - Alfinetada e agulhada,D31,0.277777778,0.002541356,36,83,77,6,26,10
4238,DN4 - Adormecimento,D31,0.242424242,0.034680647,33,85,77,8,25,8
4246,Desempregado,D32,0.12,0.042393405,25,105,71,34,22,3
4249,Analgésicos,D32,0.375,0.000946868,88,42,38,4,55,33
4251,Dor nas costas,D32,0.362637363,0.001319126,91,37,34,3,58,33
4252,Dor nas pernas,D32,0.545454545,1.03E-08,55,72,66,6,25,30
NA.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4267,D16,D32,0.85,3.20E-10,20,116,96,20,3,17
4269,D18,D32,0.0625,0.044937956,16,120,84,36,15,1
4281,D29,D32,0.785714286,2.31E-19,42,94,90,4,9,33
4283,Lombalgia,D16,0.258064516,0.000820692,62,74,70,4,46,16
4285,D32,D32,1,2.00E-31,37,99,99,0,0,37
4290,D37,D32,0.727272727,1.60E-07,22,114,93,21,6,16
4292,D39,D32,0.866666667,4.11E-08,15,121,97,24,2,13
4298,D44,D32,0.842105263,1.38E-20,38,98,93,5,6,32
4300,D46,D32,0.789473684,3.09E-17,38,98,91,7,8,30
4302,D48,D32,0.807692308,8.85E-12,26,110,94,16,5,21
4314,RMDQ5_v1,D32,0.484848485,0.012456296,33,85,64,21,17,16
4328,RMDQ19_v1,D32,0.5625,0.022610031,16,101,73,28,7,9
4353,Dor nas pernas,D33,0.163636364,0.019889661,55,72,69,3,46,9
4363,Livrar_costas,D33,0.093023256,0.039636817,86,14,10,4,78,8
4364,Livrar_perna,D33,0.285714286,0.039636817,14,86,78,8,10,4
NA.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4384,Lombalgia,Retornar_trabalho,0.303571429,0.00019374,56,63,60,3,39,17
4385,D31,D33,0.470588235,2.82E-09,17,119,115,4,9,8
4387,D33,D33,1,2.00E-31,12,124,124,0,0,12
4392,D38,D33,0.666666667,0.000354465,3,133,123,10,1,2
4395,D40,D33,0.4,0.012270026,5,131,121,10,3,2
4400,D45,D33,0.666666667,1.38E-13,12,124,120,4,4,8
4402,D47,D33,0.583333333,2.41E-10,12,124,119,5,5,7
4404,D49,D33,0.692307692,6.78E-16,13,123,120,3,4,9
4437,DN4 - Choque elétrico,D33,0.194444444,0.025529852,36,83,78,5,29,7
4438,DN4 - Formigamento,D33,0.290322581,4.62E-05,31,88,85,3,22,9
4439,DN4 - Alfinetada e agulhada,D33,0.194444444,0.025529852,36,83,78,5,29,7
4445,Fuma,D34,0.065217391,0.019277409,46,82,82,0,43,3
4448,Desempregado,D34,0.08,0.03492795,25,105,104,1,23,2
